,coin,depositAllEnable,withdrawAllEnable,name,free,locked,freeze,withdrawing,ipoing,ipoable,storage,isLegalMoney,trading,networkList
20,BCD,False,False,Bitcoin Diamond,0,0,0,0,0,0,0,False,False,"[{'network': 'BCD', 'coin': 'BCD', 'withdrawIntegerMultiple': '0.000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Deposit for this token is not supported, please try other networks.', 'withdrawDesc': 'Withdrawal for this token is not supported, please try other networks.', 'specialTips': '', 'name': 'Bitcoin Diamond', 'resetAddressStatus': False, 'addressRegex': '^[13][a-km-zA-HJ-NP-Z1-9]{25,34}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.01', 'withdrawMin': '0.02', 'withdrawMax': '10000000000', 'minConfirm': 6, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 60, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
21,EASY,False,True,EasyFi,0,0,0,0,0,0,0,False,False,"[{'network': 'BSC', 'coin': 'EASY', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.014', 'withdrawMin': '0.028', 'withdrawMax': '9999999999.99999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'EASY', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.58', 'withdrawMin': '1.16', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
22,SANTOS,True,True,Santos FC Fan Token,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'SANTOS', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.0068', 'withdrawMin': '0.014', 'withdrawMax': '9999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
23,WING,True,True,Wing Token,0,0,0,0,0,0,0,False,True,"[{'network': 'ONT', 'coin': 'WING', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ontology', 'resetAddressStatus': False, 'addressRegex': '^(A)[A-Za-z0-9]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.0012', 'withdrawMin': '0.0024', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 5, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
24,WNXM,True,True,Wrapped NXM,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'WNXM', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.22', 'withdrawMin': '0.44', 'withdrawMax': '9999999999.99999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
25,BCH,True,True,Bitcoin Cash,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'BCH', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.00071', 'withdrawMin': '0.0014', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BCH', 'coin': 'BCH', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Bitcoin Cash', 'resetAddressStatus': False, 'addressRegex': '^[13][a-km-zA-HJ-NP-Z1-9]{25,34}$|^[0-9A-Za-z]{42,42}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.0008', 'withdrawMin': '0.002', 'withdrawMax': '10000000000', 'minConfirm': 2, 'unLockConfirm': 6, 'sameAddress': False, 'estimatedArrivalTime': 35, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'BCH', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Please enter both MEMO and Address data, which are required to deposit BCH BEP2 tokens to your Binance account.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.0012', 'withdrawMin': '0.0024', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'BCH', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': 'This deposit address supports ERC20 BBCH tokens. Please ensure your destination address supports BBCH tokens under the contract address ending in 65f1b.', 'specialWithdrawTips': 'The network you have selected is ERC20-BBCH. Please ensure that the withdrawal address supports the ERC20-BBCH. You will potentially lose your assets if the chosen platform does not support refund of wrongfully deposited assets.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.029', 'withdrawMin': '0.058', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
26,JST,True,True,JUST,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'JST', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '3.19', 'withdrawMin': '6.38', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'TRX', 'coin': 'JST', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Tron (TRC20)', 'resetAddressStatus': False, 'addressRegex': '^T[1-9A-HJ-NP-Za-km-z]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '50', 'withdrawMin': '100', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
27,ADAUP,False,False,ADAUP,0,0,0,0,0,0,0,False,True,"[{'network': 'ETF', 'coin': 'ADAUP', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
28,HOT,True,True,Holo,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'HOT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'The name of this asset is Holo (ticker: HOT). Please ensure you are depositing Holo (HOT) tokens under the contract address ending in 526e2.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '1599', 'withdrawMin': '3198', 'withdrawMax': '9900000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
29,XOF,True,True,West African CFA,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'XOF', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
30,GMT,True,True,Green Metaverse Token,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'GMT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.13', 'withdrawMin': '0.26', 'withdrawMax': '9999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'GMT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '5.25', 'withdrawMin': '10', 'withdrawMax': '1000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'SOL', 'coin': 'GMT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Solana', 'resetAddressStatus': False, 'addressRegex': '^[1-9A-HJ-NP-Za-km-z]{32,44}$', 'addressRule': 'ADDRESS', 'memoRegex': '', 'withdrawFee': '0.41', 'withdrawMin': '0.82', 'withdrawMax': '1000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
31,AR,True,True,Arweave,0,0,0,0,0,0,0,False,True,"[{'network': 'AR', 'coin': 'AR', 'withdrawIntegerMultiple': '0.00001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Arweave', 'resetAddressStatus': False, 'addressRegex': '^[0-9a-z-A-Z\\-\\_]{43}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.03', 'withdrawMin': '0.1', 'withdrawMax': '9999999', 'minConfirm': 20, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 40, 'busy': False, 'country': ''}]"
32,IRIS,True,True,IRISnet,0,0,0,0,0,0,0,False,True,"[{'network': 'IRIS', 'coin': 'IRIS', 'withdrawIntegerMultiple': '0.000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your IRIS to Binance', 'name': 'IRISnet', 'resetAddressStatus': False, 'addressRegex': '^(iaa1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '1', 'withdrawMin': '2', 'withdrawMax': '10000000000', 'minConfirm': 10, 'unLockConfirm': 15, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False}]"
33,BCX,False,True,BitcoinX,0,0,0,0,0,0,0,False,False,"[{'network': 'BCX', 'coin': 'BCX', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'Sorry, we do not support deposits for this asset.', 'withdrawDesc': '', 'specialTips': '', 'name': 'BitcoinX', 'resetAddressStatus': False, 'addressRegex': '^(X)[0-9A-za-z]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.5', 'withdrawMin': '0.5', 'withdrawMax': '9999999999.99999999', 'minConfirm': 2, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
34,SEK,False,True,Swedish Kroner,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'SEK', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
35,TRIG,False,False,Triggers,0,0,0,0,0,0,0,False,False,"[{'network': 'TRIG', 'coin': 'TRIG', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Sorry, but this asset has been delisted. We cannot process deposits for this asset.', 'withdrawDesc': 'We have disabled withdrawals as our systems are currently undergoing maintenance.', 'specialTips': '', 'name': 'Triggers', 'resetAddressStatus': False, 'addressRegex': '^[13][a-km-zA-HJ-NP-Z1-9]{25,34}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '50', 'withdrawMin': '51', 'withdrawMax': '10000000000', 'minConfirm': 2, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
36,RCN,False,True,Ripio Credit Network,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'RCN', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': 'The name of this asset is Ripio Credit Network. Please ensure you are depositing Ripio Credit Network (RCN) tokens under the contract address ending in 375a6.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '925', 'withdrawMin': '1850', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
37,COVER,False,False,COVER Protocol,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'COVER', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': 'Please ensure you are depositing ERC20 COVER tokens under the contract address ending in Bd8713', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.005', 'withdrawMin': '0.01', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
38,FLM,True,True,Flamingo,0,0,0,0,0,0,0,False,True,"[{'network': 'NEO3', 'coin': 'FLM', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'NEO N3', 'resetAddressStatus': False, 'addressRegex': '^(N)[A-Za-z0-9]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.5', 'withdrawMin': '2', 'withdrawMax': '1000000000', 'minConfirm': 5, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': ''}, {'network': 'NEO', 'coin': 'FLM', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': 'The wallet is currently experiencing technical issues and we are working on getting this rectified. Withdrawals for this asset will be resumed shortly.', 'specialTips': '', 'name': 'Neo Legacy', 'resetAddressStatus': False, 'addressRegex': '^(A)[A-Za-z0-9]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.5', 'withdrawMin': '2', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 5, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
39,GNO,True,True,Gnosis,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'GNO', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.025', 'withdrawMin': '0.05', 'withdrawMax': '9999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
40,VITE,True,True,VITE,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'VITE', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '3.12', 'withdrawMin': '6.24', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'VITE', 'coin': 'VITE', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your VITE to Binance.', 'name': 'VITE', 'resetAddressStatus': False, 'addressRegex': '^(vite_)[a-z0-9]{50}$', 'addressRule': '', 'memoRegex': '\\w{0,120}', 'withdrawFee': '1', 'withdrawMin': '2', 'withdrawMax': '10000000000', 'minConfirm': 150, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': ''}]"
41,GNT,False,False,Golem,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'GNT', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '10', 'withdrawMin': '20', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
42,BKRW,False,True,Binance KRW,0,0,0,0,0,0,0,False,False,"[{'network': 'BNB', 'coin': 'BKRW', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': 'Please enter both MEMO and Address data, which are required to deposit BEP2-BKRW tokens to your Binance account.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0', 'withdrawMin': '20', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
43,CFX,True,True,Conflux Network,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'CFX', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '1.86', 'withdrawMin': '3.72', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
44,T,True,True,Threshold,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'T', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '105', 'withdrawMin': '210', 'withdrawMax': '1000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
45,LYD,True,True,Libyan Dinar,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'LYD', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
46,KWD,True,True,Kuwaiti Dinar,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'KWD', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
